Name;GSM3711329_WT1_NT;GSM3711330_WT2_NT;GSM3711331_WT3_NT;GSM3711332_WT1_Dox;GSM3711334_WT3_Dox;GSM3711335_LOF8_NT;GSM3711336_LOF11_NT;GSM3711337_LOF15_NT;GSM3711338_LOF8_Dox;GSM3711339_LOF11_Dox;GSM3711340_LOF15_Dox;GSM3711333_WT2_Dox;
Atxn3;1855;1693;2570;2467;2509;1855;1693;2570;2467;2509;1855;1693;2570
AC121965.1;734;914;1306;731;723;734;914;1306;731;723;734;914;1306
Cpsf2;4395;5966;9894;4321;6033;4395;5966;9894;4321;6033;4395;5966;9894
Slc24a4;0;0;3;0;0;0;0;3;0;0;0;0;3
Rin3;114;16;34;164;5;114;16;34;164;5;114;16;34
Lgmn;1206;958;1377;1283;1053;1206;958;1377;1283;1053;1206;958;1377
Golga5;1505;1297;2153;1546;1441;1505;1297;2153;1546;1441;1505;1297;2153
Chga;353;445;701;423;718;353;445;701;423;718;353;445;701
Itpk1;3895;2600;3187;3632;4178;3895;2600;3187;3632;4178;3895;2600;3187
Gm37019;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm28051;21;36;47;38;34;21;36;47;38;34;21;36;47
Gm20604;7;41;43;7;41;7;41;43;7;41;7;41;43
Moap1;3;3;12;2;12;3;3;12;2;12;3;3;12
Tmem251;199;341;656;257;310;199;341;656;257;310;199;341;656
Gon7;23;36;84;27;63;23;36;84;27;63;23;36;84
Ubr7;7456;7069;10410;5848;7866;7456;7069;10410;5848;7866;7456;7069;10410
Btbd7;1748;1719;3053;1917;2440;1748;1719;3053;1917;2440;1748;1719;3053
AC122367.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Cox8c;2;3;10;1;10;2;3;10;1;10;2;3;10
Unc79;22;12;40;25;61;22;12;40;25;61;22;12;40
Prima1;4;2;26;1;1;4;2;26;1;1;4;2;26
Fam181a;0;3;15;0;3;0;3;15;0;3;0;3;15
Asb2;3;0;3;0;0;3;0;3;0;0;3;0;3
Otub2;522;252;392;180;189;522;252;392;180;189;522;252;392
9330161L09Rik;0;5;4;2;8;0;5;4;2;8;0;5;4
Ddx24;4868;6403;11970;4683;7059;4868;6403;11970;4683;7059;4868;6403;11970
AC154347.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ifi27;0;0;2;3;0;0;0;2;3;0;0;0;2
Ifi27l2a;1;0;0;0;0;1;0;0;0;0;1;0;0
Ifi27l2b;0;0;1;0;0;0;0;1;0;0;0;0;1
Ppp4r4;101;52;110;104;86;101;52;110;104;86;101;52;110
Serpina10;0;9;0;0;1;0;9;0;0;1;0;9;0
Serpina6;0;0;0;0;0;0;0;0;0;0;0;0;0
Serpina16;0;0;0;0;0;0;0;0;0;0;0;0;0
Serpina1f;0;0;0;0;0;0;0;0;0;0;0;0;0
Serpina1b;1;86;5;1;2;1;86;5;1;2;1;86;5
Serpina1d;0;82;0;0;2;0;82;0;0;2;0;82;0
Serpina1a;0;0;0;0;0;0;0;0;0;0;0;0;0
Serpina1c;1;0;0;0;0;1;0;0;0;0;1;0;0
Serpina1e;0;0;0;1;2;0;0;0;1;2;0;0;0
Serpina11;0;3;0;0;0;0;3;0;0;0;0;3;0
Serpina9;0;1;1;0;0;0;1;1;0;0;0;1;1
Gm37496;0;0;0;0;0;0;0;0;0;0;0;0;0
Serpina12;0;0;0;0;0;0;0;0;0;0;0;0;0
Serpina5;0;0;0;0;0;0;0;0;0;0;0;0;0
Serpina3a;0;0;0;0;0;0;0;0;0;0;0;0;0
Serpina3b;0;0;0;0;0;0;0;0;0;0;0;0;0
Serpina3c;0;0;0;0;0;0;0;0;0;0;0;0;0
Serpina3f;0;30;0;0;0;0;30;0;0;0;0;30;0
Serpina3g;0;0;0;0;0;0;0;0;0;0;0;0;0
Serpina3i;8;22;32;11;6;8;22;32;11;6;8;22;32
Serpina3j;0;0;0;0;0;0;0;0;0;0;0;0;0
Serpina3k;0;0;0;0;0;0;0;0;0;0;0;0;0
Serpina3m;281;680;714;187;322;281;680;714;187;322;281;680;714
Serpina3n;1;0;0;0;0;1;0;0;0;0;1;0;0
Gsc;1;0;1;1;0;1;0;1;1;0;1;0;1
AC117194.1;0;0;0;0;1;0;0;0;0;1;0;0;0
Dicer1;5256;5802;10446;4414;5901;5256;5802;10446;4414;5901;5256;5802;10446
Clmn;460;322;537;355;309;460;322;537;355;309;460;322;537
Syne3;56;8;18;189;90;56;8;18;189;90;56;8;18
Glrx5;570;813;1477;420;596;570;813;1477;420;596;570;813;1477
Tcl1b2;1;0;0;4;0;1;0;0;4;0;1;0;0
Tcl1b1;2;0;0;0;0;2;0;0;0;0;2;0;0
Tcl1b5;0;0;0;0;0;0;0;0;0;0;0;0;0
Tcl1b3;0;0;0;0;0;0;0;0;0;0;0;0;0
Tcl1b4;0;0;0;0;0;0;0;0;0;0;0;0;0
Tcl1;410;325;316;444;446;410;325;316;444;446;410;325;316
Tunar;37;44;118;46;78;37;44;118;46;78;37;44;118
D430019H16Rik;35;119;177;33;80;35;119;177;33;80;35;119;177
Bdkrb2;7;6;11;13;6;7;6;11;13;6;7;6;11
Bdkrb1;0;1;0;0;0;0;1;0;0;0;0;1;0
Atg2b;2596;2291;4272;2646;3104;2596;2291;4272;2646;3104;2596;2291;4272
Gskip;157;159;310;202;211;157;159;310;202;211;157;159;310
Ak7;155;69;91;145;76;155;69;91;145;76;155;69;91
Papola;11577;13425;21913;13818;16594;11577;13425;21913;13818;16594;11577;13425;21913
Vrk1;2780;3191;5256;2952;3762;2780;3191;5256;2952;3762;2780;3191;5256
3110018I06Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Bcl11b;33;161;255;15;55;33;161;255;15;55;33;161;255
Setd3;3228;3197;5210;3202;3077;3228;3197;5210;3202;3077;3228;3197;5210
Ccnk;2527;3973;6351;3323;4722;2527;3973;6351;3323;4722;2527;3973;6351
Ccdc85c;1264;1865;3157;859;1640;1264;1865;3157;859;1640;1264;1865;3157
Hhipl1;11;19;36;20;15;11;19;36;20;15;11;19;36
Cyp46a1;15;9;19;7;11;15;9;19;7;11;15;9;19
Eml1;78;130;230;21;41;78;130;230;21;41;78;130;230
Evl;1149;1623;2675;778;1481;1149;1623;2675;778;1481;1149;1623;2675
Degs2;1;0;0;0;0;1;0;0;0;0;1;0;0
Gm34220;14;22;16;21;24;14;22;16;21;24;14;22;16
Yy1;3591;3841;6620;3939;4283;3591;3841;6620;3939;4283;3591;3841;6620
Slc25a29;15;34;65;31;55;15;34;65;31;55;15;34;65
Slc25a47;70;234;331;92;178;70;234;331;92;178;70;234;331
Wars;3637;4529;7727;3162;4974;3637;4529;7727;3162;4974;3637;4529;7727
5033424D13Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Wdr25;217;249;425;284;355;217;249;425;284;355;217;249;425
AC122811.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Begain;44;67;145;103;77;44;67;145;103;77;44;67;145
Dlk1;62;287;499;21;127;62;287;499;21;127;62;287;499
Gm27528;1;0;0;3;0;1;0;0;3;0;1;0;0
Rtl1;0;0;0;0;3;0;0;0;0;3;0;0;0
Gm37899;3;7;11;7;13;3;7;11;7;13;3;7;11
AC091458.1;0;0;0;0;0;0;0;0;0;0;0;0;0
4930425K24Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
AL591207.1;0;0;0;3;2;0;0;0;3;2;0;0;0
Dio3;5;4;51;5;3;5;4;51;5;3;5;4;51
Ppp2r5c;5180;4497;8250;5655;6789;5180;4497;8250;5655;6789;5180;4497;8250
Gm35558;1;2;3;2;0;1;2;3;2;0;1;2;3
Dync1h1;9208;8487;18876;7760;17019;9208;8487;18876;7760;17019;9208;8487;18876
1700001K19Rik;0;0;0;1;0;0;0;0;1;0;0;0;0
Hsp90aa1;88839;88435;135369;96779;106778;88839;88435;135369;96779;106778;88839;88435;135369
Wdr20;836;880;1444;1112;1348;836;880;1444;1112;1348;836;880;1444
Mok;138;93;168;357;370;138;93;168;357;370;138;93;168
4921507G05Rik;1;3;3;6;0;1;3;3;6;0;1;3;3
Zfp839;383;243;436;484;368;383;243;436;484;368;383;243;436
Cinp;1729;2030;3572;1518;1883;1729;2030;3572;1518;1883;1729;2030;3572
AC101875.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Tecpr2;776;824;1436;920;1172;776;824;1436;920;1172;776;824;1436
Ankrd9;90;205;291;97;187;90;205;291;97;187;90;205;291
AC153152.3;0;0;0;0;0;0;0;0;0;0;0;0;0
AC153152.2;0;0;0;0;0;0;0;0;0;0;0;0;0
Rcor1;1245;1446;2052;1061;972;1245;1446;2052;1061;972;1245;1446;2052
AC153152.1;0;0;0;0;0;0;0;0;0;0;0;0;0
4930595D18Rik;0;1;0;0;0;0;1;0;0;0;0;1;0
Traf3;632;745;1273;559;566;632;745;1273;559;566;632;745;1273
Amn;10;12;32;15;20;10;12;32;15;20;10;12;32
Cdc42bpb;2237;3683;6298;2619;4807;2237;3683;6298;2619;4807;2237;3683;6298
A230065H16Rik;0;0;1;0;3;0;0;1;0;3;0;0;1
Exoc3l4;18;13;33;38;11;18;13;33;38;11;18;13;33
Tnfaip2;39;20;56;13;6;39;20;56;13;6;39;20;56
Gm266;3;8;10;4;1;3;8;10;4;1;3;8;10
Eif5;15232;15346;26433;17260;16888;15232;15346;26433;17260;16888;15232;15346;26433
2810029C07Rik;25;31;32;39;16;25;31;32;39;16;25;31;32
Mark3;3287;3664;6565;3680;3910;3287;3664;6565;3680;3910;3287;3664;6565
Ckb;2886;3627;6203;3922;7509;2886;3627;6203;3922;7509;2886;3627;6203
Trmt61a;703;1363;2306;659;1238;703;1363;2306;659;1238;703;1363;2306
Bag5;513;710;1219;563;757;513;710;1219;563;757;513;710;1219
Apopt1;438;474;867;689;769;438;474;867;689;769;438;474;867
Klc1;1386;1938;3145;1494;1965;1386;1938;3145;1494;1965;1386;1938;3145
Xrcc3;511;643;1055;511;856;511;643;1055;511;856;511;643;1055
Zfyve21;574;634;960;645;963;574;634;960;645;963;574;634;960
Ppp1r13b;290;310;644;365;401;290;310;644;365;401;290;310;644
2010107E04Rik;1711;1887;2995;1798;2297;1711;1887;2995;1798;2297;1711;1887;2995
Tdrd9;8;11;20;17;26;8;11;20;17;26;8;11;20
Rd3l;0;0;0;0;0;0;0;0;0;0;0;0;0
Aspg;155;231;415;153;131;155;231;415;153;131;155;231;415
Kif26a;311;424;566;142;167;311;424;566;142;167;311;424;566
Gm38123;0;0;0;0;0;0;0;0;0;0;0;0;0
A530016L24Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Tmem179;204;195;356;516;402;204;195;356;516;402;204;195;356
Inf2;609;957;2033;1165;1442;609;957;2033;1165;1442;609;957;2033
Adssl1;76;31;48;136;88;76;31;48;136;88;76;31;48
Siva1;817;1869;3106;1055;2462;817;1869;3106;1055;2462;817;1869;3106
Akt1;1518;1803;3099;1356;1400;1518;1803;3099;1356;1400;1518;1803;3099
Zbtb42;25;42;95;58;79;25;42;95;58;79;25;42;95
Gm30238;10;7;8;4;0;10;7;8;4;0;10;7;8
Cep170b;1159;2190;4660;1589;3192;1159;2190;4660;1589;3192;1159;2190;4660
Pld4;18;47;145;32;70;18;47;145;32;70;18;47;145
Ahnak2;26;30;93;204;246;26;30;93;204;246;26;30;93
BC022687;134;107;174;147;189;134;107;174;147;189;134;107;174
Cdca4;2273;2919;4805;2757;4119;2273;2919;4805;2757;4119;2273;2919;4805
Gpr132;9;1;7;36;14;9;1;7;36;14;9;1;7
Jag2;518;1141;2218;1089;2191;518;1141;2218;1089;2191;518;1141;2218
Nudt14;335;418;679;408;661;335;418;679;408;661;335;418;679
Brf1;562;1195;1729;753;1027;562;1195;1729;753;1027;562;1195;1729
Btbd6;338;433;894;572;774;338;433;894;572;774;338;433;894
Pacs2;1198;1876;3079;1335;2039;1198;1876;3079;1335;2039;1198;1876;3079
Tex22;1;3;3;1;0;1;3;3;1;0;1;3;3
Mta1;2183;3560;7071;1955;3516;2183;3560;7071;1955;3516;2183;3560;7071
Crip2;1146;2114;4025;1912;3572;1146;2114;4025;1912;3572;1146;2114;4025
Crip1;718;683;1081;1103;1582;718;683;1081;1103;1582;718;683;1081
Tedc1;1328;1821;3228;1545;2234;1328;1821;3228;1545;2234;1328;1821;3228
Tmem121;55;182;295;25;89;55;182;295;25;89;55;182;295
Igha;0;2;7;0;0;0;2;7;0;0;0;2;7
Ighe;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighg2c;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighg2b;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighg1;0;2;0;1;6;0;2;0;1;6;0;2;0
Ighg3;0;1;0;0;0;0;1;0;0;0;0;1;0
Ighd;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighm;0;0;4;4;0;0;0;4;4;0;0;0;4
Ighj4;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighj3;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighj2;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighj1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighd4-1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighd3-2;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighd5-6;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighd2-8;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighd5-5;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighd2-7;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighd5-8;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighd5-4;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighd2-6;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighd5-7;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighd5-3;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighd2-5;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37327;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighd5-2;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighd2-4;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighd2-3;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighd1-1;0;0;0;0;0;0;0;0;0;0;0;0;0
Adam6b;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighd3-1;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm16968;0;0;0;0;0;0;0;0;0;0;0;0;0
Adam6a;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv5-2;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv2-2;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv5-4;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv2-3;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv5-6;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv2-4;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv5-8;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv5-9;0;1;0;0;0;0;1;0;0;0;0;1;0
Ighv2-5;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv5-12;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv2-6;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv5-9-1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv5-12-4;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv2-9-1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv2-6-8;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv2-7;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv5-15;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv5-16;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv5-17;0;1;0;0;0;0;1;0;0;0;0;1;0
Ighv2-9;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv7-1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv7-2;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv14-1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv4-1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv3-1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv11-1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv14-2;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv11-2;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv14-3;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv16-1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv9-1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv9-2;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv9-3;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv7-3;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv14-4;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv3-3;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv7-4;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv3-4;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv3-5;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv3-6;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv9-4;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv3-8;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv13-2;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv12-3;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv6-3;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv6-4;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv6-5;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv6-6;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv6-7;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv8-2;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv10-1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-4;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-5;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv10-3;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-7;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv15-2;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-9;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-11;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-12;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-13;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-15;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-16;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-18;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-19;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-20;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-22;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-23;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-24;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-26;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-31;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-34;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-36;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-37;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-39;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-42;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-43;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-47;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv8-4;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-49;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv8-5;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-50;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-52;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-53;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv8-6;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-54;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-55;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-56;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv8-8;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-58;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-59;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-61;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-62-1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-62-2;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-62-3;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv8-9;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-63;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-64;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv8-11;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-66;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-67;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-69;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv8-12;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-71;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-72;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv8-13;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-74;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-75;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-76;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-77;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-78;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-80;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-81;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-82;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-84;0;0;0;0;0;0;0;0;0;0;0;0;0
Ighv1-85;0;0;0;0;0;0;0;0;0;0;0;0;0
Zfp386;324;795;1442;285;436;324;795;1442;285;436;324;795;1442
Vipr2;4;1;13;4;2;4;1;13;4;2;4;1;13
Wdr60;242;285;545;318;329;242;285;545;318;329;242;285;545
Gm11027;3;1;1;2;1;3;1;1;2;1;3;1;1
Esyt2;1509;1748;2783;1486;1835;1509;1748;2783;1486;1835;1509;1748;2783
D430020J02Rik;309;390;566;304;348;309;390;566;304;348;309;390;566
Ncapg2;2205;3810;5600;2097;3296;2205;3810;5600;2097;3296;2205;3810;5600
Ptprn2;36;37;80;36;51;36;37;80;36;51;36;37;80
Rapgef5;1699;1947;2932;1373;1724;1699;1947;2932;1373;1724;1699;1947;2932
Cdca7l;1378;2344;4173;938;1812;1378;2344;4173;938;1812;1378;2344;4173
Dnah11;2;15;22;4;13;2;15;22;4;13;2;15;22
Sp4;459;411;502;407;426;459;411;502;407;426;459;411;502
Sp8;5;13;60;2;16;5;13;60;2;16;5;13;60
Abcb5;0;0;6;0;2;0;0;6;0;2;0;0;6
Itgb8;5;27;63;0;2;5;27;63;0;2;5;27;63
Macc1;10;3;7;13;5;10;3;7;13;5;10;3;7
AC134596.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Tmem196;1;0;2;1;0;1;0;2;1;0;1;0;2
Gdi2;17198;16906;30098;13587;15356;17198;16906;30098;13587;15356;17198;16906;30098
AC129597.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Fam208b;2684;2734;5978;1894;2001;2684;2734;5978;1894;2001;2684;2734;5978
Asb13;296;257;508;152;143;296;257;508;152;143;296;257;508
Calml3;0;0;0;0;0;0;0;0;0;0;0;0;0
Calm4;0;0;0;0;0;0;0;0;0;0;0;0;0
Calm5;0;0;1;0;0;0;0;1;0;0;0;0;1
Net1;2557;2695;4019;2119;2164;2557;2695;4019;2119;2164;2557;2695;4019
AC139323.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Tubal3;0;0;0;0;0;0;0;0;0;0;0;0;0
Ucn3;0;0;0;0;0;0;0;0;0;0;0;0;0
Akr1c14;6;3;1;5;0;6;3;1;5;0;6;3;1
AC122840.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Akr1c18;3;7;2;0;0;3;7;2;0;0;3;7;2
Akr1c13;18;18;18;13;2;18;18;18;13;2;18;18;18
Akr1c19;6;13;24;10;5;6;13;24;10;5;6;13;24
Akr1c12;0;0;1;0;0;0;0;1;0;0;0;0;1
Akr1c6;0;6;1;0;0;0;6;1;0;0;0;6;1
Akr1c20;0;1;0;0;0;0;1;0;0;0;0;1;0
Akr1c21;0;0;2;1;0;0;0;2;1;0;0;0;2
Akr1e1;290;290;464;369;273;290;290;464;369;273;290;290;464
Klf6;2004;2357;5424;1650;1862;2004;2357;5424;1650;1862;2004;2357;5424
2900042G08Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Pitrm1;6701;9245;13780;6013;9368;6701;9245;13780;6013;9368;6701;9245;13780
Pfkp;18109;8978;6573;9939;7102;18109;8978;6573;9939;7102;18109;8978;6573
2900024D18Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
AC153646.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Adarb2;10;23;30;7;14;10;23;30;7;14;10;23;30
AC126673.2;0;0;0;0;0;0;0;0;0;0;0;0;0
AC126673.1;0;0;0;0;0;0;0;0;0;0;0;0;0
AC123052.1;0;0;0;0;0;0;0;0;0;0;0;0;0
AC132433.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Wdr37;1159;1085;1739;1497;1674;1159;1085;1739;1497;1674;1159;1085;1739
AC124732.4;0;0;0;0;0;0;0;0;0;0;0;0;0
AC124732.3;2;6;0;2;2;2;6;0;2;2;2;6;0
AC124732.1;0;1;0;1;0;0;1;0;1;0;0;1;0
Idi1;5038;5360;9425;4079;4613;5038;5360;9425;4079;4613;5038;5360;9425
Gm9745;0;0;1;0;0;0;0;1;0;0;0;0;1
Idi2;0;0;0;0;0;0;0;0;0;0;0;0;0
Gtpbp4;9742;9524;16195;8035;9333;9742;9524;16195;8035;9333;9742;9524;16195
Larp4b;3752;3860;6030;3762;3987;3752;3860;6030;3762;3987;3752;3860;6030
Dip2c;957;1211;1862;562;933;957;1211;1862;562;933;957;1211;1862
AC131743.4;0;0;0;0;0;0;0;0;0;0;0;0;0
AC131743.5;0;0;0;0;0;0;0;0;0;0;0;0;0
AC131743.1;0;0;0;0;0;0;0;0;0;0;0;0;0
AC124446.1;0;0;0;0;0;0;0;0;0;0;0;0;0
AC124579.1;0;0;0;0;0;0;0;0;0;0;0;0;0
AC133934.2;0;0;0;0;0;0;0;0;0;0;0;0;0
AC133934.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Zmynd11;1058;1483;2741;962;1109;1058;1483;2741;962;1109;1058;1483;2741
AC153144.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Chrm3;5;6;1;3;13;5;6;1;3;13;5;6;1
AC158115.1;0;0;0;0;0;0;0;0;0;0;0;0;0
9330159N22Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
AC159208.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ryr2;169;136;206;289;352;169;136;206;289;352;169;136;206
AC131329.1;0;0;0;0;0;0;0;0;0;0;0;0;0
CT572985.1;0;0;0;0;0;0;0;0;0;0;0;0;0
AC139941.2;3;0;3;6;7;3;0;3;6;7;3;0;3
Mtr;1924;1834;3163;2177;2517;1924;1834;3163;2177;2517;1924;1834;3163
